adjustments_to_unobligated_cpe,agency_identifier,allocation_transfer_agency,availability_type_code,beginning_period_of_availa,borrowing_authority_amount_cpe,budget_authority_appropria_cpe,budget_authority_available_cpe,budget_authority_unobligat_fyb,contract_authority_amount_cpe,deobligations_recoveries_r_cpe,ending_period_of_availabil,gross_outlay_amount_by_tas_cpe,main_account_code,obligations_incurred_total_cpe,other_budgetary_resources_cpe,spending_authority_from_of_cpe,status_of_budgetary_resour_cpe,sub_account_code,fiscal_year,period,tas,tas_with_sub
0,69,69,X,,0,0,0,0,0,0,,0,722,0,0,0,0,5,2017,9,069-069-0000-0000-X-0722,069-069-0000-0000-X-0722-005
0,69,69,X,,0,0,0,0,0,0,,0,1119,0,0,0,0,5,2017,9,069-069-0000-0000-X-1119,069-069-0000-0000-X-1119-005
0,69,69,X,,0,0,0,0,0,0,,0,1127,0,0,0,0,5,2017,9,069-069-0000-0000-X-1127,069-069-0000-0000-X-1127-005
0,69,69,X,,0,0,529,529,0,0,,0,1129,0,0,0,529,5,2017,9,069-069-0000-0000-X-1129,069-069-0000-0000-X-1129-005
0,69,69,X,,0,0,0,5556,-5556,0,,-277,8020,0,-5556,0,0,5,2017,9,069-069-0000-0000-X-8020,069-069-0000-0000-X-8020-005
165,69,69,,2010,0,0,1386,1222,0,165,2012,-2052,143,0,0,0,1386,5,2017,9,069-069-2010-2012- -0143,069-069-2010-2012- -0143-005
0,69,69,,2011,0,0,1503,1503,0,0,2013,-11472,143,0,0,0,1503,5,2017,9,069-069-2011-2013- -0143,069-069-2011-2013- -0143-005
0,69,69,,2012,0,0,485,485,0,0,2013,-12673,143,0,0,0,485,5,2017,9,069-069-2012-2013- -0143,069-069-2012-2013- -0143-005
0,69,69,,2013,0,0,490,490,0,0,2014,-27919,143,0,0,0,490,5,2017,9,069-069-2013-2014- -0143,069-069-2013-2014- -0143-005
128,69,69,,2014,0,0,161,33,0,128,2016,-38988,143,1,0,0,161,5,2017,9,069-069-2014-2016- -0143,069-069-2014-2016- -0143-005
5539,69,69,,2015,0,0,201528,195989,0,0,2017,-5733,143,108886,0,0,201528,5,2017,9,069-069-2015-2017- -0143,069-069-2015-2017- -0143-005
239828,69,69,,2016,0,0,239828,0,0,0,2019,0,143,23500,0,0,239828,5,2017,9,069-069-2016-2019- -0143,069-069-2016-2019- -0143-005
0,97,69,X,,0,0,5204,5204,0,0,,-101,512,0,0,0,5204,5,2017,9,069-097-0000-0000-X-0512,069-097-0000-0000-X-0512-005
2,97,69,X,,0,0,7771,7769,0,2,,-60,516,0,0,0,7771,5,2017,9,069-097-0000-0000-X-0516,069-097-0000-0000-X-0516-005
0,97,69,,2008,0,0,0,0,0,0,2012,0,391,0,0,0,0,5,2017,9,069-097-2008-2012- -0391,069-097-2008-2012- -0391-005
231,97,69,,2009,0,0,1537,1306,0,231,2013,0,391,0,0,0,1537,5,2017,9,069-097-2009-2013- -0391,069-097-2009-2013- -0391-005
0,97,69,,2011,0,0,0,0,0,0,2015,0,500,0,0,0,0,5,2017,9,069-097-2011-2015- -0500,069-097-2011-2015- -0500-005
139,97,69,,2012,0,0,199,60,0,139,2016,-8,500,0,0,0,199,5,2017,9,069-097-2012-2016- -0500,069-097-2012-2016- -0500-005
-400,309,69,X,,0,0,3122,3522,0,10,,-420,200,1052,0,0,3122,5,2017,9,069-309-0000-0000-X-0200,069-309-0000-0000-X-0200-005
440,69,,X,,0,0,9419,8980,0,440,,-3526,8048,0,0,0,9419,0,2017,9,000-069-0000-0000-X-8048,000-069-0000-0000-X-8048-000
104,69,,X,,0,0,2930,2826,0,104,,0,8055,0,0,0,2930,0,2017,9,000-069-0000-0000-X-8055,000-069-0000-0000-X-8055-000
13393,69,,X,,0,0,367000,168155,185453,13393,,-205314,8158,213629,185453,0,367000,0,2017,9,000-069-0000-0000-X-8158,000-069-0000-0000-X-8158-000
6949,69,,X,,0,0,336589,25080,260763,4532,,-213807,8159,179134,304560,43798,336589,0,2017,9,000-069-0000-0000-X-8159,000-069-0000-0000-X-8159-000
0,69,69,X,,0,0,0,0,0,0,,0,8058,0,0,0,0,26,2017,9,069-069-0000-0000-X-8058,069-069-0000-0000-X-8058-026
0,69,69,X,,0,0,6223,6223,0,0,,-9656,8083,0,0,0,6223,26,2017,9,069-069-0000-0000-X-8083,069-069-0000-0000-X-8083-026
0,69,,X,,0,0,0,0,0,0,,0,120,0,0,0,0,0,2017,9,000-069-0000-0000-X-0120,000-069-0000-0000-X-0120-000
0,69,,X,,0,0,0,0,0,0,,0,121,0,0,0,0,0,2017,9,000-069-0000-0000-X-0121,000-069-0000-0000-X-0121-000
0,69,,X,,0,0,154,154,0,0,,0,122,0,0,0,154,0,2017,9,000-069-0000-0000-X-0122,000-069-0000-0000-X-0122-000
0,69,,X,,0,0,20163,20163,0,0,,0,123,0,0,0,20163,0,2017,9,000-069-0000-0000-X-0123,000-069-0000-0000-X-0123-000
0,69,,X,,0,0,0,0,0,0,,0,124,0,0,0,0,0,2017,9,000-069-0000-0000-X-0124,000-069-0000-0000-X-0124-000
3000,69,,X,,0,0,26718,23718,0,0,,-205504,125,6423,0,0,26718,0,2017,9,000-069-0000-0000-X-0125,000-069-0000-0000-X-0125-000
2500,69,,X,,0,15900,34100,10600,0,742,,-11221,700,5413,5100,5100,34100,0,2017,9,000-069-0000-0000-X-0700,000-069-0000-0000-X-0700-000
500,69,,X,,0,0,612,112,0,0,,-1341,701,0,0,0,612,0,2017,9,000-069-0000-0000-X-0701,000-069-0000-0000-X-0701-000
250,69,,X,,0,0,55290,55040,0,0,,-21,702,8120,0,0,55290,0,2017,9,000-069-0000-0000-X-0702,000-069-0000-0000-X-0702-000
0,69,,X,,0,0,0,0,0,0,,0,703,0,0,0,0,0,2017,9,000-069-0000-0000-X-0703,000-069-0000-0000-X-0703-000
175,69,,X,,0,0,31727,31552,0,0,,-6045,704,0,0,0,31727,0,2017,9,000-069-0000-0000-X-0704,000-069-0000-0000-X-0704-000
0,69,,X,,0,0,1,1,0,0,,0,707,0,0,0,1,0,2017,9,000-069-0000-0000-X-0707,000-069-0000-0000-X-0707-000
0,69,,X,,0,0,5,5,0,0,,0,714,0,0,0,5,0,2017,9,000-069-0000-0000-X-0714,000-069-0000-0000-X-0714-000
1000,69,,X,,0,0,12687,11687,0,0,,-70,715,81,0,0,12687,0,2017,9,000-069-0000-0000-X-0715,000-069-0000-0000-X-0715-000
2239,69,,X,,0,0,12442,10204,0,2239,,-2532,716,0,0,0,12442,0,2017,9,000-069-0000-0000-X-0716,000-069-0000-0000-X-0716-000
2000,69,,X,,0,0,68467,66467,0,486,,-104308,719,10789,0,0,68467,0,2017,9,000-069-0000-0000-X-0719,000-069-0000-0000-X-0719-000
48,69,,X,,0,0,3591,3543,0,48,,-560,722,0,0,0,3591,0,2017,9,000-069-0000-0000-X-0722,000-069-0000-0000-X-0722-000
150,69,,X,,0,0,40350,40200,0,0,,-11675,723,0,0,0,40350,0,2017,9,000-069-0000-0000-X-0723,000-069-0000-0000-X-0723-000
0,69,,X,,0,0,0,0,0,0,,0,726,0,0,0,0,0,2017,9,000-069-0000-0000-X-0726,000-069-0000-0000-X-0726-000
0,69,,X,,0,0,0,0,0,0,,0,730,0,0,0,0,0,2017,9,000-069-0000-0000-X-0730,000-069-0000-0000-X-0730-000
277,69,,X,,0,40100,50961,8083,0,870,,-23283,745,14440,2500,2500,50961,0,2017,9,000-069-0000-0000-X-0745,000-069-0000-0000-X-0745-000
0,69,,X,,0,0,1960,1960,0,0,,0,750,797,0,0,1960,0,2017,9,000-069-0000-0000-X-0750,000-069-0000-0000-X-0750-000
0,69,,X,,0,0,177,177,0,0,,0,758,0,0,0,177,0,2017,9,000-069-0000-0000-X-0758,000-069-0000-0000-X-0758-000
0,69,,X,,0,328000,328000,0,0,0,,-321373,1774,321513,0,0,328000,0,2017,9,000-069-0000-0000-X-1774,000-069-0000-0000-X-1774-000
0,69,,X,,0,1167000,1167000,0,0,0,,-1160086,1775,1161246,0,0,1167000,0,2017,9,000-069-0000-0000-X-1775,000-069-0000-0000-X-1775-000
0,69,,X,,0,0,0,0,0,0,,0,8552,0,0,0,0,0,2017,9,000-069-0000-0000-X-8552,000-069-0000-0000-X-8552-000
17307,69,,,2009,0,0,55245,37938,0,17307,2012,-1811403,718,0,0,0,55245,0,2017,9,000-069-2009-2012- -0718,000-069-2009-2012- -0718-000
0,69,,,2009,0,0,472,472,0,0,2013,0,724,0,0,0,472,0,2017,9,000-069-2009-2013- -0724,000-069-2009-2013- -0724-000
0,69,,,2009,0,0,284,284,0,0,2014,0,718,0,0,0,284,0,2017,9,000-069-2009-2014- -0718,000-069-2009-2014- -0718-000
0,69,,,2012,0,0,0,0,0,0,2012,0,125,0,0,0,0,0,2017,9,000-069-2012-2012- -0125,000-069-2012-2012- -0125-000
775,69,,,2012,0,0,1976,1201,0,775,2012,292,700,1,0,0,1976,0,2017,9,000-069-2012-2012- -0700,000-069-2012-2012- -0700-000
0,69,,,2012,0,0,0,0,0,0,2012,0,750,0,0,0,0,0,2017,9,000-069-2012-2012- -0750,000-069-2012-2012- -0750-000
0,69,,,2013,0,0,0,0,0,0,2013,0,125,0,0,0,0,0,2017,9,000-069-2013-2013- -0125,000-069-2013-2013- -0125-000
134,69,,,2013,0,0,1508,1374,0,134,2013,1,700,0,0,0,1508,0,2017,9,000-069-2013-2013- -0700,000-069-2013-2013- -0700-000
0,69,,,2013,0,0,0,0,0,0,2013,0,750,0,0,0,0,0,2017,9,000-069-2013-2013- -0750,000-069-2013-2013- -0750-000
16,69,,,2014,0,0,1431,1415,0,16,2014,-3178,700,0,0,0,1431,0,2017,9,000-069-2014-2014- -0700,000-069-2014-2014- -0700-000
0,69,,,2014,0,0,0,0,0,0,2014,0,750,0,0,0,0,0,2017,9,000-069-2014-2014- -0750,000-069-2014-2014- -0750-000
53,69,,,2015,0,0,726,672,0,53,2015,-3717,700,2,0,0,726,0,2017,9,000-069-2015-2015- -0700,000-069-2015-2015- -0700-000
0,69,,,2015,0,0,0,0,0,0,2015,0,750,0,0,0,0,0,2017,9,000-069-2015-2015- -0750,000-069-2015-2015- -0750-000
520,69,,,2016,0,0,1063,543,0,520,2016,-18919,700,170,0,0,1063,0,2017,9,000-069-2016-2016- -0700,000-069-2016-2016- -0700-000
0,69,,,2016,0,0,0,0,0,0,2016,0,750,0,0,0,0,0,2017,9,000-069-2016-2016- -0750,000-069-2016-2016- -0750-000
0,69,,,2017,0,202198,203198,0,0,0,2017,-112854,700,127476,1000,1000,203198,0,2017,9,000-069-2017-2017- -0700,000-069-2017-2017- -0700-000
0,69,69,X,,0,0,0,0,0,0,,0,538,0,0,0,0,7,2017,9,069-069-0000-0000-X-0538,069-069-0000-0000-X-0538-007
0,69,69,X,,0,0,0,0,0,0,,0,641,0,0,0,0,7,2017,9,069-069-0000-0000-X-0641,069-069-0000-0000-X-0641-007
0,69,69,X,,0,0,0,0,0,0,,0,8058,0,0,0,0,7,2017,9,069-069-0000-0000-X-8058,069-069-0000-0000-X-8058-007
0,69,69,X,,0,0,46908,4883,42024,0,,-22450,8083,2265,42024,0,46908,7,2017,9,069-069-0000-0000-X-8083,069-069-0000-0000-X-8083-007
90,69,69,,2010,0,0,114,24,0,90,2012,-934,143,0,0,0,114,7,2017,9,069-069-2010-2012- -0143,069-069-2010-2012- -0143-007
0,69,69,,2011,0,0,2424,2424,0,0,2013,-5227,143,0,0,0,2424,7,2017,9,069-069-2011-2013- -0143,069-069-2011-2013- -0143-007
0,69,69,,2012,0,0,0,0,0,0,2013,-12470,143,0,0,0,0,7,2017,9,069-069-2012-2013- -0143,069-069-2012-2013- -0143-007
0,69,69,,2013,0,0,4,3,0,0,2014,-11885,143,0,0,0,4,7,2017,9,069-069-2013-2014- -0143,069-069-2013-2014- -0143-007
90,69,69,,2014,0,0,96,6,0,90,2016,-793,143,0,0,0,96,7,2017,9,069-069-2014-2016- -0143,069-069-2014-2016- -0143-007
6660,69,69,,2015,0,0,82870,76210,0,0,2017,-12805,143,25213,0,0,82870,7,2017,9,069-069-2015-2017- -0143,069-069-2015-2017- -0143-007
48766,69,69,,2016,0,0,48766,0,0,0,2019,0,143,0,0,0,48766,7,2017,9,069-069-2016-2019- -0143,069-069-2016-2019- -0143-007
0,309,69,X,,0,0,0,0,0,0,,0,200,0,0,0,0,7,2017,9,069-309-0000-0000-X-0200,069-309-0000-0000-X-0200-007
0,69,,X,,0,0,0,0,0,0,,0,1119,0,0,0,0,0,2017,9,000-069-0000-0000-X-1119,000-069-0000-0000-X-1119-000
-247,69,,X,,0,0,165,362,0,20,,0,1120,0,50,50,165,0,2017,9,000-069-0000-0000-X-1120,000-069-0000-0000-X-1120-000
0,69,,X,,0,0,32,32,0,0,,-121,1121,0,0,0,32,0,2017,9,000-069-0000-0000-X-1121,000-069-0000-0000-X-1121-000
0,69,,X,,0,0,0,0,0,0,,0,1122,0,0,0,0,0,2017,9,000-069-0000-0000-X-1122,000-069-0000-0000-X-1122-000
0,69,,X,,0,0,0,0,0,0,,0,1123,0,0,0,0,0,2017,9,000-069-0000-0000-X-1123,000-069-0000-0000-X-1123-000
0,69,,X,,0,0,0,0,0,0,,0,1124,0,0,0,0,0,2017,9,000-069-0000-0000-X-1124,000-069-0000-0000-X-1124-000
708,69,,X,,0,0,708,0,0,9,,-86,1125,0,0,0,708,0,2017,9,000-069-0000-0000-X-1125,000-069-0000-0000-X-1125-000
0,69,,X,,0,0,11,11,0,0,,0,1127,0,0,0,11,0,2017,9,000-069-0000-0000-X-1127,000-069-0000-0000-X-1127-000
5040,69,,X,,0,150000,170624,15584,0,40,,-167380,1128,100813,0,0,170624,0,2017,9,000-069-0000-0000-X-1128,000-069-0000-0000-X-1128-000
5000,69,,X,,0,0,50071,45071,0,2612,,-16947,1129,166,0,0,50071,0,2017,9,000-069-0000-0000-X-1129,000-069-0000-0000-X-1129-000
300000,69,,X,,0,2412631,4558195,1845564,0,151662,,-1407254,1134,600966,0,0,4558195,0,2017,9,000-069-0000-0000-X-1134,000-069-0000-0000-X-1134-000
0,69,,X,,0,0,0,0,0,0,,0,1136,0,0,0,0,0,2017,9,000-069-0000-0000-X-1136,000-069-0000-0000-X-1136-000
9026,69,,X,,0,0,51033,42032,0,3413,,-32275,1137,13760,-24,-24,51033,0,2017,9,000-069-0000-0000-X-1137,000-069-0000-0000-X-1137-000
84675,69,,X,,0,0,5117243,5031524,0,84675,,-378434,1140,299089,1044,1044,5117243,0,2017,9,000-069-0000-0000-X-1140,000-069-0000-0000-X-1140-000
25,69,,X,,0,0,1178,1153,0,25,,-1737,1142,0,0,0,1178,0,2017,9,000-069-0000-0000-X-1142,000-069-0000-0000-X-1142-000
0,69,,X,,0,0,0,0,0,0,,1802,8191,0,0,0,0,0,2017,9,000-069-0000-0000-X-8191,000-069-0000-0000-X-8191-000
263062,69,,X,,0,0,21014171,10380383,10370726,247006,,-6574975,8350,3930948,10370726,0,21014171,0,2017,9,000-069-0000-0000-X-8350,000-069-0000-0000-X-8350-000
183,69,,,2009,0,0,828,645,0,183,2012,0,1101,21,0,0,828,0,2017,9,000-069-2009-2012- -1101,000-069-2009-2012- -1101-000
225,69,,,2009,0,0,656,431,0,225,2012,0,1102,0,0,0,656,0,2017,9,000-069-2009-2012- -1102,000-069-2009-2012- -1102-000
0,69,,,2009,0,0,44,44,0,0,2012,0,1133,0,0,0,44,0,2017,9,000-069-2009-2012- -1133,000-069-2009-2012- -1133-000
88,69,,,2010,0,0,992,904,0,88,2012,-1037,1131,0,0,0,992,0,2017,9,000-069-2010-2012- -1131,000-069-2010-2012- -1131-000
104,69,,,2011,0,0,705,601,0,104,2013,-7053,1131,0,0,0,705,0,2017,9,000-069-2011-2013- -1131,000-069-2011-2013- -1131-000
104,69,,,2012,0,0,1136,1032,0,104,2012,164,1120,0,0,0,1136,0,2017,9,000-069-2012-2012- -1120,000-069-2012-2012- -1120-000
21,69,,,2014,0,0,586,565,0,21,2014,-2,1120,2,0,0,586,0,2017,9,000-069-2014-2014- -1120,000-069-2014-2014- -1120-000
30,69,,,2015,0,0,655,625,0,30,2015,-539,1120,106,0,0,655,0,2017,9,000-069-2015-2015- -1120,000-069-2015-2015- -1120-000
307,69,,,2016,0,0,1124,817,0,307,2016,-8477,1120,446,0,0,1124,0,2017,9,000-069-2016-2016- -1120,000-069-2016-2016- -1120-000
0,69,,,2017,0,113165,113415,0,0,0,2017,-69136,1120,76288,250,250,113415,0,2017,9,000-069-2017-2017- -1120,000-069-2017-2017- -1120-000
0,69,,,2017,0,5000,5000,0,0,0,2017,0,1142,0,0,0,5000,0,2017,9,000-069-2017-2017- -1142,000-069-2017-2017- -1142-000
0,69,69,X,,0,0,0,0,0,0,,0,598,0,0,0,0,11,2017,9,069-069-0000-0000-X-0598,069-069-0000-0000-X-0598-011
0,69,69,X,,0,0,497,497,0,0,,0,641,0,0,0,497,11,2017,9,069-069-0000-0000-X-0641,069-069-0000-0000-X-0641-011
0,69,69,X,,0,0,3000,3000,0,0,,-3,8058,0,0,0,3000,11,2017,9,069-069-0000-0000-X-8058,069-069-0000-0000-X-8058-011
0,69,69,X,,0,0,197187,196584,603,0,,-3307,8083,239,603,0,197187,11,2017,9,069-069-0000-0000-X-8083,069-069-0000-0000-X-8083-011
0,69,69,,2010,0,0,228,228,0,0,2012,-10154,143,0,0,0,228,11,2017,9,069-069-2010-2012- -0143,069-069-2010-2012- -0143-011
0,69,69,,2011,0,0,34,34,0,0,2013,-5839,143,0,0,0,34,11,2017,9,069-069-2011-2013- -0143,069-069-2011-2013- -0143-011
0,69,69,,2012,0,0,23,23,0,0,2013,-17435,143,0,0,0,23,11,2017,9,069-069-2012-2013- -0143,069-069-2012-2013- -0143-011
0,69,69,,2013,0,0,452,452,0,0,2014,-15902,143,0,0,0,452,11,2017,9,069-069-2013-2014- -0143,069-069-2013-2014- -0143-011
0,69,69,,2014,0,0,4,3,0,0,2016,-36491,143,1,0,0,4,11,2017,9,069-069-2014-2016- -0143,069-069-2014-2016- -0143-011
-6092,69,69,,2015,0,0,102160,108252,0,0,2017,-3119,143,61400,0,0,102160,11,2017,9,069-069-2015-2017- -0143,069-069-2015-2017- -0143-011
141424,69,69,,2016,0,0,141424,0,0,0,2019,0,143,13324,0,0,141424,11,2017,9,069-069-2016-2019- -0143,069-069-2016-2019- -0143-011
20000,69,,X,,0,0,372173,42173,0,5541,,-226083,1710,196831,310000,310000,372173,0,2017,9,000-069-0000-0000-X-1710,000-069-0000-0000-X-1710-000
4889,69,,X,,0,300000,313362,8473,0,4889,,-182213,1711,296482,0,0,313362,0,2017,9,000-069-0000-0000-X-1711,000-069-0000-0000-X-1711-000
2650,69,,X,,0,38270,137757,91837,0,1459,,-32620,1750,21414,5000,5000,137757,0,2017,9,000-069-0000-0000-X-1750,000-069-0000-0000-X-1750-000
0,69,,X,,0,0,47063,47063,0,0,,0,1752,42063,0,0,47063,0,2017,9,000-069-0000-0000-X-1752,000-069-0000-0000-X-1752-000
2000,69,,X,,0,34000,36644,644,0,173,,-4193,1768,6429,0,0,36644,0,2017,9,000-069-0000-0000-X-1768,000-069-0000-0000-X-1768-000
2,69,,X,,0,10000,10494,492,0,2,,-2573,1770,6,0,0,10494,0,2017,9,000-069-0000-0000-X-1770,000-069-0000-0000-X-1770-000
0,69,,X,,0,0,48829,48330,0,0,,0,4302,0,498,498,48829,0,2017,9,000-069-0000-0000-X-4302,000-069-0000-0000-X-4302-000
1500,69,,X,,0,0,48629,37129,0,742,,-4489,4303,7693,10000,10000,48629,0,2017,9,000-069-0000-0000-X-4303,000-069-0000-0000-X-4303-000
32,69,,X,,0,0,368670,362955,0,32,,0,4304,0,5683,5683,368670,0,2017,9,000-069-0000-0000-X-4304,000-069-0000-0000-X-4304-000
500,69,,X,,0,0,4448,3948,0,2,,0,5560,4,0,0,4448,0,2017,9,000-069-0000-0000-X-5560,000-069-0000-0000-X-5560-000
100,69,,X,,0,3000,7299,4199,0,23,,-798,8503,691,0,0,7299,0,2017,9,000-069-0000-0000-X-8503,000-069-0000-0000-X-8503-000
100,69,,X,,0,0,266,166,0,0,,-1608,8547,161,0,0,266,0,2017,9,000-069-0000-0000-X-8547,000-069-0000-0000-X-8547-000
346,69,,,2012,0,0,2232,1996,0,346,2012,-819,1750,66,-110,-110,2232,0,2017,9,000-069-2012-2012- -1750,000-069-2012-2012- -1750-000
20,69,,,2013,0,0,183,183,0,20,2013,0,1710,0,-20,-20,183,0,2017,9,000-069-2013-2013- -1710,000-069-2013-2013- -1710-000
984,69,,,2013,0,0,2107,1123,0,984,2013,-540,1750,59,0,0,2107,0,2017,9,000-069-2013-2013- -1750,000-069-2013-2013- -1750-000
5,69,,,2014,0,0,3592,3592,0,5,2014,0,1710,0,-5,-5,3592,0,2017,9,000-069-2014-2014- -1710,000-069-2014-2014- -1710-000
285,69,,,2014,0,0,1081,799,0,285,2014,-826,1750,98,-3,-3,1081,0,2017,9,000-069-2014-2014- -1750,000-069-2014-2014- -1750-000
0,69,,,2014,0,0,0,0,0,0,2015,-276,1750,0,0,0,0,0,2017,9,000-069-2014-2015- -1750,000-069-2014-2015- -1750-000
1367,69,,,2015,0,0,9571,9571,0,1367,2015,-47,1710,0,-1367,-1367,9571,0,2017,9,000-069-2015-2015- -1710,000-069-2015-2015- -1710-000
204,69,,,2015,0,0,1062,858,0,204,2015,-3679,1750,72,0,0,1062,0,2017,9,000-069-2015-2015- -1750,000-069-2015-2015- -1750-000
0,69,,,2015,0,0,0,0,0,0,2016,-600,1750,0,0,0,0,0,2017,9,000-069-2015-2016- -1750,000-069-2015-2016- -1750-000
445,69,,,2016,0,0,4433,4341,0,445,2016,-6732,1710,0,-354,-354,4433,0,2017,9,000-069-2016-2016- -1710,000-069-2016-2016- -1710-000
727,69,,,2016,0,0,3657,2930,0,727,2016,-13660,1750,302,0,0,3657,0,2017,9,000-069-2016-2016- -1750,000-069-2016-2016- -1750-000
0,69,,,2016,0,0,3469,3469,0,0,2017,-1139,1750,3120,0,0,3469,0,2017,9,000-069-2016-2017- -1750,000-069-2016-2017- -1750-000
0,69,,,2017,0,0,65000,0,0,0,2017,-8934,1710,22721,65000,65000,65000,0,2017,9,000-069-2017-2017- -1710,000-069-2017-2017- -1710-000
0,69,,,2017,0,124052,129052,0,0,0,2017,-68771,1750,77982,5000,5000,129052,0,2017,9,000-069-2017-2017- -1750,000-069-2017-2017- -1750-000
0,69,,,2017,0,5400,5400,0,0,0,2018,-396,1750,2126,0,0,5400,0,2017,9,000-069-2017-2018- -1750,000-069-2017-2018- -1750-000
0,69,69,X,,0,0,98332,1332,97000,0,,23,8083,41964,97000,0,98332,17,2017,9,069-069-0000-0000-X-8083,069-069-0000-0000-X-8083-017
19,69,69,,2010,0,0,20,1,0,19,2012,0,143,0,0,0,20,17,2017,9,069-069-2010-2012- -0143,069-069-2010-2012- -0143-017
0,69,69,,2011,0,0,46,46,0,0,2013,-12643,143,0,0,0,46,17,2017,9,069-069-2011-2013- -0143,069-069-2011-2013- -0143-017
7,69,69,,2012,0,0,8,1,0,7,2013,-3646,143,0,0,0,8,17,2017,9,069-069-2012-2013- -0143,069-069-2012-2013- -0143-017
0,69,69,,2013,0,0,2,2,0,0,2014,-12118,143,0,0,0,2,17,2017,9,069-069-2013-2014- -0143,069-069-2013-2014- -0143-017
0,69,69,,2014,0,0,6,6,0,0,2016,-21337,143,0,0,0,6,17,2017,9,069-069-2014-2016- -0143,069-069-2014-2016- -0143-017
451,69,69,,2015,0,0,25473,25022,0,1,2017,-797,143,25062,0,0,25473,17,2017,9,069-069-2015-2017- -0143,069-069-2015-2017- -0143-017
54482,69,69,,2016,0,0,54482,0,0,0,2019,0,143,44482,0,0,54482,17,2017,9,069-069-2016-2019- -0143,069-069-2016-2019- -0143-017
0,69,,X,,0,0,0,0,0,0,,0,650,0,0,0,0,0,2017,9,000-069-0000-0000-X-0650,000-069-0000-0000-X-0650-000
0,69,,X,,0,0,0,0,0,0,,0,651,0,0,0,0,0,2017,9,000-069-0000-0000-X-0651,000-069-0000-0000-X-0651-000
0,69,,X,,0,0,20482,20482,0,0,,0,654,0,0,0,20482,0,2017,9,000-069-0000-0000-X-0654,000-069-0000-0000-X-0654-000
1000,69,,X,,0,0,212109,35209,145900,52,,-110126,8016,73152,175900,30000,212109,0,2017,9,000-069-0000-0000-X-8016,000-069-0000-0000-X-8016-000
5500,69,,X,,0,0,693117,136943,550675,470,,-479138,8020,376211,550675,0,693117,0,2017,9,000-069-0000-0000-X-8020,000-069-0000-0000-X-8020-000
0,69,,X,,0,0,414,414,0,0,,0,8362,0,0,0,414,0,2017,9,000-069-0000-0000-X-8362,000-069-0000-0000-X-8362-000
0,69,,,2011,0,0,554,554,0,0,2012,0,650,0,0,0,554,0,2017,9,000-069-2011-2012- -0650,000-069-2011-2012- -0650-000
0,69,,,2011,0,0,0,0,0,0,2012,0,660,0,0,0,0,0,2017,9,000-069-2011-2012- -0660,000-069-2011-2012- -0660-000
0,69,,,2012,0,0,1162,1162,0,0,2012,236,650,0,0,0,1162,0,2017,9,000-069-2012-2012- -0650,000-069-2012-2012- -0650-000
0,69,,,2012,0,0,131,131,0,0,2013,0,650,0,0,0,131,0,2017,9,000-069-2012-2013- -0650,000-069-2012-2013- -0650-000
0,69,,,2012,0,0,112250,104430,0,0,2022,0,661,0,7820,7820,112250,0,2017,9,000-069-2012-2022- -0661,000-069-2012-2022- -0661-000
1,69,,,2013,0,0,737,735,0,1,2013,-566,650,0,0,0,737,0,2017,9,000-069-2013-2013- -0650,000-069-2013-2013- -0650-000
0,69,,,2013,0,0,185,185,0,0,2014,-53,650,0,0,0,185,0,2017,9,000-069-2013-2014- -0650,000-069-2013-2014- -0650-000
43,69,,,2014,0,0,1407,1364,0,43,2014,-912,650,0,0,0,1407,0,2017,9,000-069-2014-2014- -0650,000-069-2014-2014- -0650-000
12,69,,,2014,0,0,176,163,0,12,2015,-1577,650,12,0,0,176,0,2017,9,000-069-2014-2015- -0650,000-069-2014-2015- -0650-000
71,69,,,2015,0,0,782,711,0,71,2015,-2488,650,40,0,0,782,0,2017,9,000-069-2015-2015- -0650,000-069-2015-2015- -0650-000
23,69,,,2015,0,0,169,145,0,23,2016,-6128,650,0,0,0,169,0,2017,9,000-069-2015-2016- -0650,000-069-2015-2016- -0650-000
218,69,,,2016,0,0,816,597,0,218,2016,-29641,650,93,0,0,816,0,2017,9,000-069-2016-2016- -0650,000-069-2016-2016- -0650-000
5,69,,,2016,0,0,9149,9144,0,5,2017,-7426,650,3606,0,0,9149,0,2017,9,000-069-2016-2017- -0650,000-069-2016-2017- -0650-000
0,69,,,2017,0,160075,161075,0,0,0,2017,-49968,650,61628,1000,1000,161075,0,2017,9,000-069-2017-2017- -0650,000-069-2017-2017- -0650-000
0,69,,,2017,0,20000,20000,0,0,0,2018,-318,650,1473,0,0,20000,0,2017,9,000-069-2017-2018- -0650,000-069-2017-2018- -0650-000
0,69,69,X,,0,0,0,0,0,0,,0,8019,0,0,0,0,6,2017,9,069-069-0000-0000-X-8019,069-069-0000-0000-X-8019-006
0,69,69,X,,0,0,98188,98188,0,0,,-51113,8083,-15124,0,0,98188,6,2017,9,069-069-0000-0000-X-8083,069-069-0000-0000-X-8083-006
0,69,,X,,0,0,5747,5647,0,0,,-87,130,24,100,100,5747,0,2017,9,000-069-0000-0000-X-0130,000-069-0000-0000-X-0130-000
0,69,,,2009,0,0,0,0,0,0,2013,0,131,0,0,0,0,0,2017,9,000-069-2009-2013- -0131,000-069-2009-2013- -0131-000
4,69,,,2012,0,0,381,377,0,4,2012,119,130,0,0,0,381,0,2017,9,000-069-2012-2012- -0130,000-069-2012-2012- -0130-000
